chromosome	start	end	state
chr12	84281000	84282000	ESC
chr12	84295000	84296000	ESC
chr12	84300000	84303000	ESC
chr12	84354000	84357000	ESC
chr12	84359000	84363000	ESC
chr12	84373000	84380000	ESC
chr12	84383000	84384000	ESC
chr12	84385000	84386000	ESC
chr12	84390000	84391000	ESC
chr12	84652000	84655000	ESC
chr12	84656000	84658000	ESC
chr12	84659000	84670000	ESC
chr12	84854000	84855000	ESC
chr12	84856000	84857000	ESC
chr12	84866000	84875000	ESC
chr12	84933000	84934000	ESC
chr12	84941000	84944000	ESC
chr12	84957000	84962000	ESC
chr12	84988000	84990000	ESC
chr12	84991000	84993000	ESC
chr12	85459000	85464000	ESC
chr12	85532000	85535000	ESC
chr12	85537000	85541000	ESC
chr12	85557000	85558000	ESC
chr12	85561000	85562000	ESC
chr12	85563000	85572000	ESC
chr12	86036000	86037000	ESC
chr12	86038000	86041000	ESC
chr12	86044000	86046000	ESC
chr12	86062000	86068000	ESC
chr12	86075000	86076000	ESC
chr12	86081000	86084000	ESC
chr12	86086000	86089000	ESC
chr12	86360000	86365000	ESC
chr12	86412000	86413000	ESC
chr12	86419000	86420000	ESC
chr12	86421000	86422000	ESC
chr12	86449000	86450000	ESC
chr12	86487000	86490000	ESC
chr12	86525000	86526000	ESC
chr12	86527000	86528000	ESC
chr12	86557000	86559000	ESC
chr12	86566000	86567000	ESC
chr12	86574000	86581000	ESC
chr12	86584000	86590000	ESC
chr12	86591000	86598000	ESC
chr12	86626000	86627000	ESC
chr12	86628000	86629000	ESC
chr12	86632000	86633000	ESC
chr12	86634000	86637000	ESC
chr12	86965000	86970000	ESC
chr12	87017000	87019000	ESC
chr12	87032000	87033000	ESC
chr12	87036000	87038000	ESC
chr12	87100000	87101000	ESC
chr12	87103000	87106000	ESC
chr12	87108000	87111000	ESC
chr12	87215000	87220000	ESC
chr12	87221000	87222000	ESC
chr12	87226000	87228000	ESC
chr12	87237000	87238000	ESC
chr12	87243000	87247000	ESC
chr12	87248000	87253000	ESC
chr12	87255000	87259000	ESC
chr12	87260000	87261000	ESC
chr12	87262000	87263000	ESC
chr12	87265000	87273000	ESC
chr12	87274000	87275000	ESC
chr12	87277000	87278000	ESC
chr12	87279000	87280000	ESC
chr12	87289000	87295000	ESC
chr12	87297000	87299000	ESC
chr12	87302000	87303000	ESC
chr12	87307000	87317000	ESC
chr12	87425000	87433000	ESC
chr12	87434000	87435000	ESC
chr12	87436000	87439000	ESC
chr12	87440000	87441000	ESC
chr12	87442000	87446000	ESC
chr12	87449000	87451000	ESC
chr12	87455000	87467000	ESC
chr12	87469000	87470000	ESC
chr12	87471000	87472000	ESC
chr12	87487000	87490000	ESC
chr12	87566000	87569000	ESC
chr12	87982000	87983000	ESC
chr12	87984000	87988000	ESC
chr12	87989000	87994000	ESC
chr12	96087000	96094000	ESC
chr12	98971000	98980000	ESC
chr12	99695000	99708000	ESC
chr12	99971000	99972000	ESC
chr12	100010000	100013000	ESC
chr12	100017000	100019000	ESC
chr12	100020000	100021000	ESC
chr12	100023000	100026000	ESC
chr12	100027000	100032000	ESC
chr12	100045000	100048000	ESC
chr12	100364000	100371000	ESC
chr12	100675000	100679000	ESC
chr12	101279000	101281000	ESC
chr12	101283000	101285000	ESC
chr12	101287000	101291000	ESC
chr12	101292000	101295000	ESC
chr12	101296000	101302000	ESC
chr12	101303000	101305000	ESC
chr12	101307000	101311000	ESC
chr12	102218000	102225000	ESC
chr12	102518000	102520000	ESC
chr12	102527000	102535000	ESC
chr12	102541000	102544000	ESC
chr12	102675000	102676000	ESC
chr12	102678000	102679000	ESC
chr12	102682000	102690000	ESC
chr12	102790000	102792000	ESC
chr12	103349000	103352000	ESC
chr12	103358000	103359000	ESC
chr12	103367000	103368000	ESC
chr12	103375000	103376000	ESC
chr12	103382000	103383000	ESC
chr12	103531000	103533000	ESC
chr12	103543000	103544000	ESC
chr12	103559000	103560000	ESC
chr12	103563000	103564000	ESC
chr12	103565000	103566000	ESC
chr12	103567000	103570000	ESC
chr12	103571000	103572000	ESC
chr12	103581000	103582000	ESC
chr12	103583000	103585000	ESC
chr12	103587000	103588000	ESC
chr12	103629000	103631000	ESC
chr12	103640000	103645000	ESC
chr12	103716000	103718000	ESC
chr12	103724000	103730000	ESC
chr12	103735000	103738000	ESC
chr12	103764000	103765000	ESC
chr12	104867000	104881000	ESC
chr12	104884000	104886000	ESC
chr12	104887000	104888000	ESC
chr12	104913000	104915000	ESC
chr12	104920000	104921000	ESC
chr12	104922000	104923000	ESC
chr12	105462000	105465000	ESC
chr12	105489000	105494000	ESC
chr12	105854000	105857000	ESC
chr12	105869000	105870000	ESC
chr12	105872000	105873000	ESC
chr12	105874000	105875000	ESC
chr12	105876000	105877000	ESC
chr12	105945000	105946000	ESC
chr12	105947000	105948000	ESC
chr12	105949000	105950000	ESC
chr12	105956000	105957000	ESC
chr12	105959000	105960000	ESC
chr12	105962000	105968000	ESC
chr12	105979000	105980000	ESC
chr12	105981000	105984000	ESC
chr12	105985000	105986000	ESC
chr12	105987000	105988000	ESC
chr12	106270000	106274000	ESC
chr12	106275000	106279000	ESC
chr12	106281000	106283000	ESC
chr12	106284000	106287000	ESC
chr12	106306000	106307000	ESC
chr12	106337000	106340000	ESC
chr12	106341000	106342000	ESC
chr12	106351000	106352000	ESC
chr12	106363000	106367000	ESC
chr12	106369000	106370000	ESC
chr12	106374000	106378000	ESC
chr12	106379000	106382000	ESC
chr12	106567000	106568000	ESC
chr12	106574000	106576000	ESC
chr12	106578000	106580000	ESC
chr12	106581000	106582000	ESC
chr12	106585000	106591000	ESC
chr12	106625000	106629000	ESC
chr12	106780000	106782000	ESC
chr12	106845000	106846000	ESC
chr12	106847000	106852000	ESC
chr12	106853000	106854000	ESC
chr12	106855000	106858000	ESC
chr12	106859000	106860000	ESC
chr12	106861000	106863000	ESC
chr12	106868000	106869000	ESC
chr12	106878000	106880000	ESC
chr12	106897000	106898000	ESC
chr12	108347000	108349000	ESC
chr12	108356000	108360000	ESC
chr12	108362000	108369000	ESC
chr12	108413000	108416000	ESC
chr12	108417000	108418000	ESC
chr12	108419000	108422000	ESC
chr12	108423000	108435000	ESC
chr12	108436000	108439000	ESC
chr12	108440000	108455000	ESC
chr12	108456000	108458000	ESC
chr12	108459000	108462000	ESC
chr12	108496000	108498000	ESC
chr12	108752000	108762000	ESC
chr12	108763000	108772000	ESC
chr12	108773000	108779000	ESC
chr12	108782000	108795000	ESC
chr12	108796000	108797000	ESC
chr12	108798000	108804000	ESC
chr12	108805000	108806000	ESC
chr12	108807000	108809000	ESC
chr12	108884000	108887000	ESC
chr12	108951000	108953000	ESC
chr12	108956000	108957000	ESC
chr12	108959000	108960000	ESC
chr12	108962000	108963000	ESC
chr12	109140000	109141000	ESC
chr12	109280000	109284000	ESC
chr12	109285000	109286000	ESC
chr12	109298000	109299000	ESC
chr12	109300000	109301000	ESC
chr12	109302000	109303000	ESC
chr12	109479000	109483000	ESC
chr12	109499000	109501000	ESC
chr12	109858000	109867000	ESC
chr12	109874000	109875000	ESC
chr12	109882000	109883000	ESC
chr12	109884000	109887000	ESC
chr12	109891000	109910000	ESC
chr12	109912000	109914000	ESC
chr12	109916000	109919000	ESC
chr12	110283000	110284000	ESC
chr12	110285000	110286000	ESC
chr12	110289000	110291000	ESC
chr12	110292000	110294000	ESC
chr12	110360000	110361000	ESC
chr12	110362000	110364000	ESC
chr12	110365000	110367000	ESC
chr12	110368000	110370000	ESC
chr12	110412000	110413000	ESC
chr12	110414000	110416000	ESC
chr12	110635000	110638000	ESC
chr12	110639000	110643000	ESC
chr12	110686000	110688000	ESC
chr12	110689000	110690000	ESC
chr12	110722000	110732000	ESC
chr12	111425000	111426000	ESC
chr12	111582000	111584000	ESC
chr12	111587000	111589000	ESC
chr12	111591000	111596000	ESC
chr12	111597000	111599000	ESC
chr12	111715000	111716000	ESC
chr12	111717000	111725000	ESC
chr12	111852000	111881000	ESC
chr12	111882000	111884000	ESC
chr12	111888000	111902000	ESC
chr12	111932000	111936000	ESC
chr12	112119000	112122000	ESC
chr12	112201000	112202000	ESC
chr12	112203000	112204000	ESC
chr12	113067000	113071000	ESC
chr12	113080000	113083000	ESC
chr12	113084000	113086000	ESC
chr12	113125000	113136000	ESC
chr12	113139000	113143000	ESC
chr12	113146000	113148000	ESC
chr12	113316000	113323000	ESC
chr12	113325000	113328000	ESC
chr12	113397000	113399000	ESC
chr12	113632000	113641000	ESC
chr12	113655000	113656000	ESC
chr12	117495000	117497000	ESC
chr12	117592000	117605000	ESC
chr12	117606000	117607000	ESC
chr12	117608000	117613000	ESC
chr12	117615000	117619000	ESC
chr12	117620000	117622000	ESC
chr12	117672000	117683000	ESC
chr12	117687000	117688000	ESC
chr12	117689000	117691000	ESC
chr12	117692000	117693000	ESC
chr12	117696000	117698000	ESC
chr12	117699000	117701000	ESC
chr12	117703000	117706000	ESC
chr12	117707000	117708000	ESC
chr12	117711000	117713000	ESC
chr12	117716000	117718000	ESC
chr12	117719000	117720000	ESC
chr12	117756000	117757000	ESC
chr12	118969000	118975000	ESC
chr12	119681000	119684000	ESC
chr13	9187000	9188000	ESC
chr13	9189000	9190000	ESC
chr13	9222000	9223000	ESC
chr13	10358000	10361000	ESC
chr13	12572000	12577000	ESC
chr13	15802000	15804000	ESC
chr13	15807000	15810000	ESC
chr13	18956000	18957000	ESC
chr13	19628000	19632000	ESC
chr13	21484000	21486000	ESC
chr13	21988000	21993000	ESC
chr13	22005000	22006000	ESC
chr13	23320000	23321000	ESC
chr13	23717000	23718000	ESC
chr13	23940000	23943000	ESC
chr13	24645000	24648000	ESC
chr13	25062000	25065000	ESC
chr13	28891000	28896000	ESC
chr13	28959000	28961000	ESC
chr13	28966000	28968000	ESC
chr13	30753000	30759000	ESC
chr13	31631000	31632000	ESC
chr13	31636000	31639000	ESC
chr13	31803000	31804000	ESC
chr13	31805000	31830000	ESC
chr13	34350000	34352000	ESC
chr13	34652000	34662000	ESC
chr13	34752000	34756000	ESC
chr13	34924000	34925000	ESC
chr13	34971000	34972000	ESC
chr13	35975000	35977000	ESC
chr13	36728000	36743000	ESC
chr13	37697000	37699000	ESC
chr13	37700000	37701000	ESC
chr13	37707000	37708000	ESC
chr13	37771000	37773000	ESC
chr13	37784000	37788000	ESC
chr13	37807000	37809000	ESC
chr13	37964000	37965000	ESC
chr13	37967000	37968000	ESC
chr13	37969000	37970000	ESC
chr13	39616000	39618000	NPC
chr13	39619000	39623000	NPC
chr13	39625000	39629000	NPC
chr13	40747000	40749000	ESC
chr13	40752000	40754000	ESC
chr13	42312000	42314000	ESC
chr13	42720000	42722000	ESC
chr13	42925000	42929000	ESC
chr13	43795000	43797000	ESC
chr13	45088000	45091000	ESC
chr13	45974000	45977000	ESC
chr13	46426000	46427000	ESC
chr13	46428000	46431000	ESC
chr13	46440000	46441000	ESC
chr13	46513000	46514000	ESC
chr13	48274000	48275000	ESC
chr13	48638000	48639000	ESC
chr13	48668000	48685000	ESC
chr13	48686000	48689000	ESC
chr13	48705000	48706000	ESC
chr13	48717000	48718000	ESC
chr13	48742000	48746000	ESC
chr13	48792000	48795000	ESC
chr13	49157000	49160000	ESC
chr13	49227000	49231000	ESC
chr13	49241000	49244000	ESC
chr13	49256000	49260000	ESC
chr13	49272000	49277000	ESC
chr13	49278000	49281000	ESC
chr13	49282000	49284000	ESC
chr13	49286000	49287000	ESC
chr13	51418000	51425000	ESC
chr13	51426000	51427000	ESC
chr13	51442000	51444000	ESC
chr13	51447000	51448000	ESC
chr13	51449000	51450000	ESC
chr13	51576000	51582000	ESC
chr13	51854000	51858000	ESC
chr13	51859000	51862000	ESC
chr13	51984000	51986000	ESC
chr13	51987000	51988000	ESC
chr13	52087000	52090000	ESC
chr13	52990000	52994000	ESC
chr13	53472000	53474000	ESC
chr13	53475000	53477000	ESC
chr13	54170000	54172000	ESC
chr13	54173000	54174000	ESC
chr13	54198000	54199000	ESC
chr13	54200000	54202000	ESC
chr13	54381000	54382000	ESC
chr13	54745000	54752000	ESC
chr13	54754000	54760000	ESC
chr13	54795000	54797000	ESC
chr13	54996000	54997000	ESC
chr13	54998000	54999000	ESC
chr13	55000000	55004000	ESC
chr13	55005000	55018000	ESC
chr13	55162000	55164000	ESC
chr13	55423000	55425000	ESC
chr13	55427000	55431000	ESC
chr13	55480000	55483000	ESC
chr13	55496000	55497000	ESC
chr13	56075000	56076000	ESC
chr13	56218000	56219000	ESC
chr13	56222000	56238000	ESC
chr13	56448000	56449000	ESC
chr13	56618000	56620000	ESC
chr13	56691000	56695000	ESC
chr13	56758000	56767000	ESC
chr13	56770000	56778000	ESC
chr13	56779000	56780000	ESC
chr13	57917000	57920000	ESC
chr13	58039000	58043000	ESC
chr13	58121000	58125000	ESC
chr13	58282000	58286000	ESC
chr13	58462000	58465000	ESC
chr13	58467000	58468000	ESC
chr13	58470000	58471000	ESC
chr13	58472000	58473000	ESC
chr13	58532000	58533000	ESC
chr13	58816000	58820000	ESC
chr13	59447000	59449000	ESC
chr13	60181000	60186000	ESC
chr13	62897000	62898000	ESC
chr13	63579000	63586000	ESC
chr13	65273000	65275000	ESC
chr13	69954000	69956000	ESC
chr13	70170000	70176000	ESC
chr13	70178000	70180000	ESC
chr13	70183000	70184000	ESC
chr13	70201000	70209000	ESC
chr13	71308000	71310000	ESC
chr13	72418000	72435000	ESC
chr13	73089000	73108000	ESC
chr13	73285000	73287000	ESC
chr13	73726000	73740000	ESC
chr13	74312000	74313000	ESC
chr13	74631000	74634000	ESC
chr13	74722000	74728000	ESC
chr13	76519000	76524000	ESC
chr13	78628000	78631000	ESC
chr13	78635000	78638000	ESC
chr13	78639000	78640000	ESC
chr13	78641000	78662000	ESC
chr13	78663000	78676000	ESC
chr13	81425000	81428000	ESC
chr13	83995000	83998000	ESC
chr13	84000000	84001000	ESC
chr13	84187000	84197000	ESC
chr13	84198000	84202000	ESC
chr13	84203000	84204000	ESC
chr13	84205000	84207000	ESC
chr13	84209000	84214000	ESC
chr13	84816000	84821000	ESC
chr13	89295000	89298000	ESC
chr13	90215000	90216000	ESC
chr13	92215000	92216000	ESC
chr13	92349000	92350000	ESC
chr13	92351000	92352000	ESC
chr13	93230000	93233000	ESC
chr13	93895000	93897000	ESC
chr13	94194000	94198000	ESC
chr13	94773000	94776000	ESC
chr13	94777000	94779000	ESC
chr13	94863000	94864000	ESC
chr13	94865000	94866000	ESC
chr13	94870000	94873000	ESC
chr13	95274000	95276000	ESC
chr13	95675000	95680000	ESC
chr13	95681000	95682000	ESC
chr13	95695000	95699000	ESC
chr13	95781000	95782000	ESC
chr13	95802000	95805000	ESC
chr13	95808000	95811000	ESC
chr13	96349000	96351000	ESC
chr13	96544000	96547000	ESC
chr13	96699000	96700000	ESC
chr13	96704000	96705000	ESC
chr13	97086000	97088000	ESC
chr13	97089000	97091000	ESC
chr13	97101000	97102000	ESC
chr13	97231000	97235000	ESC
chr13	98024000	98026000	ESC
chr13	99454000	99456000	ESC
chr13	99458000	99460000	ESC
chr13	99466000	99467000	ESC
chr13	99488000	99494000	ESC
chr13	99601000	99607000	ESC
chr13	99672000	99676000	ESC
chr13	99792000	99797000	ESC
chr13	99798000	99801000	ESC
chr13	100329000	100331000	ESC
chr13	101207000	101209000	ESC
chr13	104217000	104220000	ESC
chr13	104694000	104695000	ESC
chr13	104712000	104713000	ESC
chr13	105106000	105107000	ESC
chr13	105111000	105112000	ESC
chr13	105126000	105127000	ESC
chr13	106174000	106176000	ESC
chr13	106745000	106746000	NPC
chr13	106751000	106752000	NPC
chr13	106769000	106770000	NPC
chr13	106774000	106775000	NPC
chr13	106791000	106792000	NPC
chr13	106801000	106804000	NPC
chr13	106805000	106806000	NPC
chr13	106872000	106873000	NPC
chr13	106923000	106924000	NPC
chr13	106930000	106931000	NPC
chr13	106953000	106954000	NPC
chr13	106962000	106963000	NPC
chr13	106981000	106982000	NPC
chr13	106985000	106986000	NPC
chr13	107001000	107002000	NPC
chr13	107005000	107007000	NPC
chr13	107011000	107012000	NPC
chr13	107048000	107049000	NPC
chr13	107058000	107059000	NPC
chr13	107124000	107125000	NPC
chr13	107141000	107142000	NPC
chr13	107148000	107149000	NPC
chr13	107151000	107152000	NPC
chr13	107163000	107164000	NPC
chr13	107206000	107208000	NPC
chr13	107210000	107211000	NPC
chr13	107228000	107229000	NPC
chr13	107264000	107265000	NPC
chr13	108764000	108767000	ESC
chr13	109012000	109014000	ESC
chr13	110238000	110239000	ESC
chr13	110328000	110330000	ESC
chr13	111127000	111129000	ESC
chr13	113772000	113774000	ESC
chr13	114108000	114111000	ESC
chr13	114151000	114156000	ESC
chr13	114413000	114414000	ESC
chr13	115287000	115289000	ESC
chr13	115576000	115582000	ESC
chr13	116052000	116054000	ESC
chr13	116222000	116223000	ESC
chr13	116751000	116753000	NPC
chr13	116786000	116787000	NPC
chr13	116790000	116791000	NPC
chr13	116793000	116795000	NPC
chr13	116796000	116798000	NPC
chr13	116799000	116803000	NPC
chr13	116804000	116809000	NPC
chr13	116812000	116815000	NPC
chr13	116817000	116819000	NPC
chr13	116834000	116836000	NPC
chr13	116837000	116841000	NPC
chr13	116846000	116847000	NPC
chr13	116855000	116856000	NPC
chr13	116862000	116864000	NPC
chr13	116868000	116869000	NPC
chr13	116879000	116881000	NPC
chr13	116886000	116887000	NPC
chr13	116888000	116889000	NPC
chr13	116900000	116901000	NPC
chr13	116906000	116907000	NPC
chr13	116908000	116909000	NPC
chr13	116911000	116912000	NPC
chr13	116917000	116918000	NPC
chr13	116926000	116929000	NPC
chr13	116930000	116931000	NPC
chr13	116934000	116935000	NPC
chr13	116938000	116940000	NPC
chr13	116946000	116947000	NPC
chr13	116952000	116953000	NPC
chr13	116959000	116960000	NPC
chr13	116976000	116977000	NPC
chr13	117002000	117003000	NPC
chr13	117027000	117028000	NPC
chr13	117037000	117038000	NPC
chr13	117055000	117056000	NPC
chr13	117062000	117063000	NPC
chr13	117071000	117072000	NPC
chr13	117096000	117097000	NPC
chr13	117100000	117102000	NPC
chr13	117124000	117126000	NPC
chr13	117127000	117132000	NPC
chr13	117133000	117134000	NPC
chr13	118143000	118147000	ESC
chr13	119510000	119511000	NPC
chr13	119512000	119523000	NPC
chr13	119524000	119528000	NPC
chr13	119533000	119538000	NPC
chr13	119540000	119541000	NPC
chr13	119544000	119545000	NPC
chr13	119553000	119554000	NPC
chr14	7110000	7114000	ESC
chr14	7120000	7122000	ESC
chr14	7123000	7124000	ESC
chr14	10348000	10350000	ESC
chr14	11135000	11140000	ESC
chr14	16453000	16455000	ESC
chr14	19040000	19045000	ESC
chr14	19511000	19512000	ESC
chr14	19517000	19519000	ESC
chr14	19624000	19627000	ESC
chr14	20474000	20476000	ESC
chr14	20768000	20785000	ESC
chr14	20786000	20787000	ESC
chr14	20807000	20810000	ESC
chr14	24151000	24156000	ESC
chr14	24216000	24217000	ESC
chr14	24288000	24297000	ESC
chr14	24375000	24380000	ESC
chr14	24430000	24441000	ESC
chr14	24442000	24443000	ESC
chr14	25940000	25944000	ESC
chr14	25945000	25946000	ESC
chr14	27330000	27349000	ESC
chr14	28547000	28548000	ESC
chr14	28837000	28840000	ESC
chr14	28863000	28865000	ESC
chr14	29719000	29724000	ESC
chr14	29725000	29726000	ESC
chr14	29727000	29728000	ESC
chr14	29761000	29767000	ESC
chr14	30049000	30053000	ESC
chr14	30056000	30057000	ESC
chr14	30213000	30216000	ESC
chr14	30264000	30266000	ESC
chr14	31290000	31294000	ESC
chr14	31428000	31429000	ESC
chr14	32180000	32182000	ESC
chr14	32752000	32754000	ESC
chr14	32783000	32786000	ESC
chr14	32807000	32810000	ESC
chr14	33048000	33052000	ESC
chr14	33227000	33229000	ESC
chr14	33645000	33653000	ESC
chr14	33711000	33728000	ESC
chr14	33762000	33763000	ESC
chr14	33764000	33769000	ESC
chr14	37990000	37991000	NPC
chr14	38003000	38004000	NPC
chr14	38032000	38033000	NPC
chr14	38038000	38039000	NPC
chr14	38049000	38050000	NPC
chr14	38060000	38062000	NPC
chr14	38063000	38064000	NPC
chr14	38065000	38066000	NPC
chr14	38067000	38068000	NPC
chr14	38086000	38088000	NPC
chr14	38111000	38112000	NPC
chr14	38113000	38114000	NPC
chr14	38115000	38116000	NPC
chr14	38129000	38130000	NPC
chr14	38138000	38140000	NPC
chr14	38141000	38142000	NPC
chr14	38153000	38154000	NPC
chr14	38178000	38179000	NPC
chr14	38180000	38181000	NPC
chr14	38182000	38184000	NPC
chr14	39921000	39923000	ESC
chr14	43780000	43781000	ESC
chr14	45677000	45678000	ESC
chr14	45679000	45680000	ESC
chr14	45803000	45808000	ESC
chr14	46010000	46014000	ESC
chr14	46015000	46018000	ESC
chr14	46295000	46296000	ESC
chr14	47043000	47045000	ESC
chr14	47177000	47179000	ESC
chr14	47416000	47418000	ESC
chr14	47424000	47426000	ESC
chr14	47577000	47579000	ESC
chr14	47580000	47598000	ESC
chr14	47627000	47633000	ESC
chr14	47634000	47636000	ESC
chr14	47675000	47676000	ESC
chr14	49815000	49816000	ESC
chr14	49817000	49819000	ESC
chr14	50660000	50664000	ESC
chr14	50836000	50837000	ESC
chr14	50905000	50914000	ESC
chr14	50916000	50917000	ESC
chr14	50918000	50920000	ESC
chr14	51234000	51239000	ESC
chr14	51248000	51251000	ESC
chr14	53385000	53387000	ESC
chr14	53432000	53436000	ESC
chr14	53579000	53587000	ESC
chr14	53665000	53666000	ESC
chr14	53736000	53738000	ESC
chr14	53865000	53867000	ESC
chr14	53891000	53893000	ESC
chr14	53894000	53899000	ESC
chr14	53900000	53907000	ESC
chr14	53912000	53916000	ESC
chr14	53919000	53935000	ESC
chr14	53936000	53939000	ESC
chr14	53946000	53948000	ESC
chr14	53949000	53951000	ESC
chr14	54065000	54069000	ESC
chr14	54123000	54124000	ESC
chr14	54339000	54340000	ESC
chr14	54342000	54343000	ESC
chr14	54348000	54349000	ESC
chr14	54446000	54451000	ESC
chr14	54453000	54456000	ESC
chr14	54461000	54462000	ESC
chr14	54473000	54475000	ESC
chr14	54716000	54718000	ESC
chr14	54721000	54725000	ESC
chr14	54737000	54744000	ESC
chr14	55269000	55270000	ESC
chr14	55990000	55992000	ESC
chr14	56057000	56058000	ESC
chr14	56086000	56089000	ESC
chr14	56495000	56497000	ESC
chr14	56645000	56646000	ESC
chr14	56648000	56649000	ESC
chr14	56650000	56652000	ESC
chr14	56653000	56655000	ESC
chr14	56656000	56664000	ESC
chr14	56669000	56670000	ESC
chr14	56672000	56674000	ESC
chr14	56675000	56679000	ESC
chr14	56680000	56702000	ESC
chr14	59331000	59335000	ESC
chr14	59992000	59995000	ESC
chr14	59997000	60002000	ESC
chr14	60010000	60012000	ESC
chr14	60633000	60635000	ESC
chr14	60637000	60646000	ESC
chr14	61246000	61248000	ESC
chr14	61508000	61511000	ESC
chr14	61541000	61543000	ESC
chr14	62193000	62209000	ESC
chr14	62222000	62224000	ESC
chr14	62408000	62426000	NPC
chr14	62428000	62429000	NPC
chr14	62696000	62700000	ESC
chr14	62893000	62903000	ESC
chr14	64215000	64218000	ESC
chr14	64906000	64909000	ESC
chr14	65589000	65595000	ESC
chr14	66182000	66195000	ESC
chr14	68128000	68131000	ESC
chr14	68144000	68150000	ESC
chr14	68808000	68819000	ESC
chr14	68910000	68915000	ESC
chr14	68927000	68928000	ESC
chr14	68939000	68942000	ESC
chr14	69193000	69194000	ESC
chr14	69200000	69201000	ESC
chr14	69208000	69213000	ESC
chr14	69214000	69216000	ESC
chr14	69218000	69220000	ESC
chr14	69222000	69228000	ESC
chr14	69231000	69234000	ESC
chr14	69235000	69236000	ESC
chr14	69243000	69246000	ESC
chr14	69248000	69249000	ESC
chr14	69251000	69268000	ESC
chr14	69269000	69270000	ESC
chr14	69288000	69290000	ESC
chr14	69622000	69632000	ESC
chr14	71265000	71268000	ESC
chr14	72357000	72360000	NPC
chr14	72361000	72367000	NPC
chr14	72368000	72373000	NPC
chr14	72375000	72378000	NPC
chr14	73750000	73753000	ESC
chr14	75890000	75893000	ESC
chr14	77041000	77044000	ESC
chr14	77983000	77985000	ESC
chr14	78396000	78398000	ESC
chr14	78502000	78506000	ESC
chr14	83251000	83258000	ESC
chr14	92773000	92775000	ESC
chr14	92797000	92798000	NPC
chr14	92801000	92803000	NPC
chr14	92806000	92807000	NPC
chr14	92809000	92812000	NPC
chr14	92822000	92823000	NPC
chr14	92825000	92826000	NPC
chr14	92837000	92838000	NPC
chr14	92844000	92847000	NPC
chr14	92851000	92852000	NPC
chr14	92853000	92857000	NPC
chr14	92861000	92862000	NPC
chr14	92863000	92864000	NPC
chr14	92876000	92877000	NPC
chr14	92880000	92881000	NPC
chr14	92884000	92885000	NPC
chr14	92906000	92907000	NPC
chr14	92921000	92922000	NPC
chr14	92931000	92932000	NPC
chr14	92955000	92956000	NPC
chr14	92958000	92959000	NPC
chr14	92976000	92978000	NPC
chr14	95606000	95607000	NPC
chr14	95608000	95611000	NPC
chr14	95623000	95624000	NPC
chr14	95652000	95653000	NPC
chr14	95721000	95722000	NPC
chr14	95727000	95728000	NPC
chr14	95750000	95751000	NPC
chr14	95764000	95765000	NPC
chr14	95768000	95769000	NPC
chr14	95770000	95771000	NPC
chr14	95774000	95775000	NPC
chr14	95782000	95783000	NPC
chr14	95785000	95786000	NPC
chr14	95789000	95792000	NPC
chr14	95795000	95796000	NPC
chr14	95797000	95798000	NPC
chr14	95799000	95800000	NPC
chr14	95831000	95833000	NPC
chr14	95838000	95839000	NPC
chr14	95840000	95841000	NPC
chr14	95843000	95844000	NPC
chr14	95845000	95846000	NPC
chr14	95857000	95858000	NPC
chr14	95859000	95860000	NPC
chr14	95865000	95866000	NPC
chr14	95872000	95873000	NPC
chr14	95874000	95876000	NPC
chr14	95888000	95889000	NPC
chr14	95903000	95904000	NPC
chr14	95976000	95977000	NPC
chr14	96055000	96056000	NPC
chr14	96081000	96082000	NPC
chr14	96211000	96212000	NPC
chr14	97050000	97052000	ESC
chr14	100493000	100495000	ESC
chr14	101867000	101870000	ESC
chr14	103356000	103361000	ESC
chr14	103407000	103408000	ESC
chr14	104311000	104313000	ESC
chr14	104992000	104993000	ESC
chr14	110557000	110564000	ESC
chr14	113975000	113977000	ESC
chr14	115807000	115813000	ESC
chr14	117108000	117122000	ESC
chr14	117204000	117208000	ESC
chr14	117209000	117213000	ESC
chr14	117246000	117248000	ESC
chr14	117319000	117323000	ESC
chr14	118233000	118235000	ESC
chr14	118273000	118276000	ESC
chr14	120169000	120174000	ESC
chr14	120542000	120543000	ESC
chr14	121539000	121545000	ESC
chr14	121546000	121547000	ESC
chr14	121585000	121587000	ESC
chr14	121597000	121599000	ESC
chr14	121600000	121601000	ESC
chr14	121604000	121610000	ESC
chr14	121611000	121623000	ESC
chr14	121624000	121627000	ESC
chr14	122086000	122099000	NPC
chr14	122101000	122106000	NPC
chr14	122107000	122111000	NPC
chr14	122112000	122113000	NPC
chr14	122287000	122290000	NPC
chr14	122293000	122294000	NPC
chr14	122297000	122301000	NPC
chr14	122307000	122311000	NPC
chr14	122312000	122313000	NPC
chr14	122314000	122317000	NPC
chr14	122319000	122320000	NPC
chr14	122322000	122325000	NPC
chr14	122327000	122328000	NPC
chr14	122329000	122331000	NPC
chr14	122334000	122337000	NPC
chr14	122338000	122349000	NPC
chr14	122350000	122353000	NPC
chr14	122354000	122356000	NPC
chr14	122357000	122360000	NPC
chr14	122362000	122363000	NPC
chr14	122365000	122366000	NPC
chr14	122368000	122369000	NPC
chr14	122372000	122378000	NPC
chr14	122379000	122382000	NPC
chr14	122387000	122389000	NPC
chr14	122390000	122392000	NPC
chr14	122393000	122394000	NPC
chr14	122395000	122396000	NPC
chr14	122401000	122402000	NPC
chr14	123858000	123860000	ESC
